area_name,total,number_minorities,largest_groups,area_code
Singleton South,1434,14,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36003501
South Willesborough,1457,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36003502
St Michaels,950,10,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36003503
Stanhope,1118,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36003504
Stour,2218,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003505
Tenterden North,1105,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003506
Tenterden South,1075,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003507
Victoria,2347,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003508
Washford,1279,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36003509
Weald Central,1931,16,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003510
Weald East,942,12,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003511
Weald North,979,9,"['White: Other White', 'White: Gypsy or Irish Traveller', 'Mixed/multiple ethnic group: White and Asian']",E36003512
Weald South,2140,14,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003513
Wye,1055,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003514
Barham Downs,1100,12,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003515
Barton,3880,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Indian']",E36003516
Blean Forest,958,14,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36003517
Chartham and Stone Street,2385,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003518
Chestfield and Swalecliffe,3699,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003519
Gorrell,2563,16,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003520
Greenhill and Eddington,2349,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003521
Harbledown,1046,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36003522
Harbour,2658,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36003523
Herne and Broomfield,3352,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003524
Heron,4196,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003525
Little Stour,1114,10,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36003526
Marshside,1266,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003527
North Nailbourne,1103,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003528
Northgate,2607,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36003529
Reculver,3759,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003530
Seasalter,3461,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003531
St Stephens,3915,17,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36003532
Sturry North,1170,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003533
Sturry South,1200,13,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003534
Tankerton,2072,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36003535
West Bay,2779,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003536
Westgate,4461,16,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36003537
Wincheap,3678,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003538
Bean and Darenth,2140,17,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36003539
Brent,2578,16,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36003540
Castle,1175,17,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36003541
Greenhithe,2881,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36003542
Heath,2329,17,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'White: Other White']",E36003543
Joyce Green,2069,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Asian/Asian British: Other Asian']",E36003544
Joydens Wood,2742,17,"['Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African', 'White: Other White']",E36003545
Littlebrook,1871,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Asian/Asian British: Other Asian']",E36003546
"Longfield, New Barn and Southfleet",2521,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36003547
Newtown,3147,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36003548
Princes,2556,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36003549
Stone,2897,15,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36003550
Sutton-at-Hone and Hawley,1710,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36003551
Swanscombe,3223,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36003552
Town,1945,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36003553
West Hill,2662,17,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36003554
Wilmington,1635,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003555
Aylesham,1962,14,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003556
Buckland,3203,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003557
Capel-le-Ferne,1076,9,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003558
Castle,1242,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003559
Eastry,2128,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003560
Eythorne and Shepherdswell,1949,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003561
Little Stour and Ashstone,2851,16,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003562
Lydden and Temple Ewell,961,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003563
"Maxton, Elms Vale and Priory",3239,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003564
Middle Deal and Sholden,3233,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003565
Mill Hill,3248,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36003566
North Deal,3707,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003567
Ringwould,913,8,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003568
River,1910,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003569
Sandwich,3199,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003570
St Margaret's-at-Cliffe,2066,16,"['Asian/Asian British: Other Asian', 'White: Other White', 'White: Irish']",E36003571
St Radigunds,2334,15,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36003572
Tower Hamlets,2653,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003573
Town and Pier,915,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Bangladeshi']",E36003574
Walmer,3437,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003575
Whitfield,2084,12,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003576
Central,2883,17,"['Asian/Asian British: Indian', 'White: Other White', 'Other ethnic group: Any other ethnic group']",E36003577
Chalk,946,13,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36003578
Coldharbour,1920,15,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36003579
Higham,1604,13,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36003580
Istead Rise,1389,11,"['Asian/Asian British: Indian', 'White: Irish', 'White: Other White']",E36003581
Meopham North,1757,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36003582
Meopham South and Vigo,1694,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003583
Northfleet North,3167,17,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36003584
Northfleet South,2876,17,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: African']",E36003585
Painters Ash,2289,16,"['Asian/Asian British: Indian', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36003586
Pelham,3283,16,"['Asian/Asian British: Indian', 'White: Other White', 'Other ethnic group: Any other ethnic group']",E36003587
Riverside,3509,17,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36003588
Riverview,1654,17,"['Asian/Asian British: Indian', 'White: Irish', 'White: Other White']",E36003589
"Shorne, Cobham and Luddesdown",1696,16,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36003590
Singlewell,2904,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36003591
Westcourt,2648,17,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36003592
Whitehill,1712,16,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36003593
Woodlands,2500,17,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36003594
Allington,2952,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36003595
Barming,1002,13,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36003596
Bearsted,3374,17,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003597
Boughton Monchelsea and Chart Sutton,1076,11,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003598
Boxley,3281,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36003599
Bridge,2582,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003600
Coxheath and Hunton,3052,17,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003601
Detling and Thurnham,1173,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003602
Downswood and Otham,1169,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003603
East,3679,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003604
Fant,4093,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003605
Harrietsham and Lenham,2248,14,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003606
Headcorn,2111,15,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003607
Heath,2282,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36003608
High Street,4082,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003609
Leeds,977,12,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003610
Loose,921,12,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: Other Mixed']",E36003611
Marden and Yalding,3258,16,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003612
North,3612,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003613
North Downs,982,9,"['White: Gypsy or Irish Traveller', 'White: Irish', 'White: Other White']",E36003614
Park Wood,2639,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Gypsy or Irish Traveller']",E36003615
Shepway North,3388,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003616
Shepway South,2543,17,"['White: Other White', 'White: Gypsy or Irish Traveller', 'Asian/Asian British: Other Asian']",E36003617
South,3557,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003618
Staplehurst,2311,16,"['White: Other White', 'White: Gypsy or Irish Traveller', 'Asian/Asian British: Indian']",E36003619
Sutton Valence and Langley,1103,11,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003620
Ash and New Ash Green,2468,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003621
"Brasted, Chevening and Sundridge",2516,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003622
Cowden and Hever,831,8,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003623
Crockenhill and Well Hill,801,12,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003624
Dunton Green and Riverhead,2013,15,"['White: Other White', 'Asian/Asian British: Other Asian', 'White: Irish']",E36003625
Edenbridge North and East,2002,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36003626
Edenbridge South and West,1783,16,"['White: Other White', 'White: Gypsy or Irish Traveller', 'White: Irish']",E36003627
Eynsford,799,11,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36003628
"Farningham, Horton Kirby and South Darenth",2097,16,"['White: Other White', 'White: Irish', 'White: Gypsy or Irish Traveller']",E36003629
Fawkham and West Kingsdown,2505,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Asian']",E36003630
